class_1,class_2,pval,rho,n
Advanced Manufacturing Processes,Senior Design Project,1,0,3
Advanced Manufacturing Processes,Statistical Methods with Applications,0.666666667,0.5,3
Advanced Manufacturing Processes,Thermal Systems Laboratory,0.666666667,-0.5,3
Advanced Manufacturing Processes,Thermodynamics,0.333333333,0.866025404,3
Advanced Manufacturing Processes,Thermo-Fluid Systems Design,0.666666667,-0.5,3
Advanced Taxation,Auditing I,0.858820574,-0.111111111,5
Advanced Taxation,Business Communication,0.166666667,-0.833333333,4
Advanced Taxation,Calculus and Analytic Geometry I,0.666666667,-0.5,3
Advanced Taxation,College Algebra,0.333333333,0.866025404,3
Advanced Taxation,College Writing I,0.184291246,0.625305399,6
Advanced Taxation,College Writing II,0.16991375,0.582551728,7
Advanced Taxation,Concepts of Biology,0.333333333,0.866025404,3
Advanced Taxation,Corporate Finance,0.252777171,0.500356379,7
Advanced Taxation,Cost Accounting,0.401787663,-0.424264069,6
Advanced Taxation,Elementary Statistics,0.2,0.8,4
Advanced Taxation,Engineering Success Skills,0.455668946,0.544331054,4
Advanced Taxation,Federal Income Tax,0.785385516,0.12745098,7
Advanced Taxation,Financial Accounting,0.551336093,0.274509804,7
Advanced Taxation,Fitness Assessment and Management,0.624686226,-0.226871303,7
Advanced Taxation,General Psychology,0.225403331,0.774596669,4
Advanced Taxation,Global Business,0.530330386,0.288514893,7
Advanced Taxation,Human Resource Management,0.227323375,-0.524023455,7
Advanced Taxation,Intermediate Accounting I,0.708686395,0.196747751,6
Advanced Taxation,Intermediate Accounting II,0.144293613,0.75,5
Advanced Taxation,Introduction to Marketing,0.386254233,0.390635666,7
Advanced Taxation,Introduction to Philosophy,0.185434894,0.702959492,5
Advanced Taxation,Introduction to Programming,0.262135213,-0.737864787,4
Advanced Taxation,Leadership and Management,0.22175195,0.529366374,7
Advanced Taxation,Management Accounting,0.438018089,0.352524869,7
Advanced Taxation,"Management, Gender & Race",0.367544468,-0.632455532,4
Advanced Taxation,Managerial Law,0.422826262,0.471404521,5
Advanced Taxation,Microcomputer Applications,0.70036194,-0.179373042,7
Advanced Taxation,Music Appreciation,0.236836429,0.648181216,5
Advanced Taxation,Oral Communication for Professionals,0.842210351,-0.093352006,7
Advanced Taxation,Planet Earth,0.666666667,0.5,3
Advanced Taxation,Principles of Macroeconomics,0.227037017,0.524296555,7
Advanced Taxation,Principles of Microeconomics,0.757205991,-0.144522024,7
Advanced Taxation,Programming in C++,0.759849269,-0.142915488,7
Advanced Taxation,Special Problems,1,0,3
Advanced Taxation,Strategic Management,0.338344053,-0.427792632,7
Advanced Taxation,Supply Chain Management,0.367544468,0.632455532,4
Advanced Taxation,Technical Writing,0.666666667,0.5,3
Advanced Taxation,The Legal Environment of Business,0.61506369,0.233020691,7
Advanced Taxation,World Civilization I,0,1,3
Advanced Taxation,World Civilization II,0.639941616,0.286769667,5
Advanced Writing,Calculus and Analytic Geometry I,0.666666667,-0.5,3
Advanced Writing,Leadership and Management,0.666666667,-0.5,3
Advanced Writing,Programming in C++,0.666666667,0.5,3
Advanced Writing,Technical Writing,0.333333333,0.866025404,3
Advertising,Applied Communication,0.367544468,-0.632455532,4
Advertising,Art Survey,0.002839425,0.861443522,9
Advertising,Basic Photography,0.399161618,0.426401433,6
Advertising,Business Analytics,0.76429774,-0.23570226,4
Advertising,Business Communication,0.654205491,-0.174077656,9
Advertising,Calculus and Analytic Geometry I,0.896839986,-0.081110711,5
Advertising,Chemistry for Engineers,0.333333333,0.866025404,3
Advertising,College Algebra,0.388064068,0.289385707,11
Advertising,College Writing I,0.295727204,0.289250278,15
Advertising,College Writing II,0.736301766,0.091428602,16
Advertising,Communication Law,0.17482463,0.577202242,7
Advertising,Computer Architecture/Operating Systems,0.666666667,0.5,3
Advertising,Concepts of Biology,0.084975801,-0.751469149,6
Advertising,Consumer Behavior,0.843456277,0.092608473,7
Advertising,Corporate Finance,0.559886121,0.210244407,10
Advertising,Data Communications and Computer Networks,0.666666667,0.5,3
Advertising,Database Design and Implementation,0.789181489,0.210818511,4
Advertising,Digital Media Technologies,0.666666667,0.5,3
Advertising,E-Commerce and E-Marketing in Today's World,0.021508633,0.709677419,10
Advertising,Elementary Statistics,0.622687804,-0.19091698,9
Advertising,Engineering Success Skills,0.882822768,-0.078278036,6
Advertising,Financial Accounting,0.887935747,0.039825475,15
Advertising,Finite Mathematics with Applications,0.944444444,0.055555556,4
Advertising,Fitness Assessment and Management,0.61144606,0.128463615,18
Advertising,General Psychology,0.887019882,-0.051786715,10
Advertising,Global Business,0.501901873,0.17492377,17
Advertising,History of the United States since 1877,0.016577077,0.845402793,7
Advertising,Human Resource Management,0.179495991,0.415231082,12
Advertising,Intermediate Algebra,0.111367155,-0.790569415,5
Advertising,Interpretation of Business and Economic Data,0.333333333,-0.866025404,3
Advertising,Introduction to College Life,0.02631052,0.921052632,5
Advertising,Introduction to Criminal Justice,0.183503419,0.816496581,4
Advertising,Introduction to Engineering Projects,1,0,3
Advertising,Introduction to Marketing,0.523862367,0.160798613,18
Advertising,Introduction to Mass Media,0.755280734,-0.145692879,7
Advertising,Introduction to Philosophy,0.539284169,0.256779078,8
Advertising,Introduction to Programming,0.196533871,0.382936075,13
Advertising,Introduction to Software Engineering,0.333333333,-0.866025404,3
Advertising,Introductory Astronomy Lab,0.587187121,0.250998008,7
Advertising,Introductory Astronomy:Stars and Galaxies,0.212013385,0.538860251,7
Advertising,Leadership and Management,0.173854744,0.335236184,18
Advertising,Management Accounting,0.097627424,0.552567672,10
Advertising,"Management, Gender & Race",0.457954734,0.237170825,12
Advertising,Marketing Management,0.361356177,0.409691065,7
Advertising,Marketing Research,0.866222705,0.105263158,5
Advertising,Mathematics of Finance,0.292893219,0.707106781,4
Advertising,Media Technologies I (Image Manipulation),0.226766898,0.524554318,7
Advertising,Media Technologies II (Video),0.466905125,0.432590456,5
Advertising,Media Technologies III (Web),0.570656465,0.344123601,5
Advertising,Microcomputer Applications,0.920986085,-0.042190796,8
Advertising,Multimedia Projects,1,0,4
Advertising,Music Appreciation,0.020675045,0.786225594,8
Advertising,Object-Oriented Programming and Data Structures I,0.760162465,-0.161290323,6
Advertising,Object-Oriented Programming and Data Structures II,0.666666667,0.5,3
Advertising,Oral Communication for Professionals,0.899355792,0.034400176,16
Advertising,Organizational Behavior,0.323940831,0.489897949,6
Advertising,Personal Financial Planning,0.5,-0.5,4
Advertising,Photography II,0.426317208,0.404519917,6
Advertising,Physical Geology,0.367544468,0.632455532,4
Advertising,Planet Earth,0.639430261,0.181938512,9
Advertising,Principles of Macroeconomics,0.493197607,-0.191920147,15
Advertising,Principles of Microeconomics,0.838645471,0.074168728,10
Advertising,Programming in C++,0.702718933,0.107589304,15
Advertising,Programming in COBOL,0.373252944,-0.516185401,5
Advertising,Programming in VB.NET,0.786933616,0.143019388,6
Advertising,"Science, Technology, and Ethics",0.333333333,0.866025404,3
Advertising,Scuba Diving,0.727834473,-0.272165527,4
Advertising,Small Business Management,0.895722209,0.069631062,6
Advertising,Software: Flash Basic,0.727834473,-0.272165527,4
Advertising,Software: Illustrator Basic,0.666666667,-0.5,3
Advertising,Software: InDesign Basic,0.666666667,-0.5,3
Advertising,Strategic Management,0.085619329,0.603022689,9
Advertising,Strategic Promotions Management,0.618515009,0.230811914,7
Advertising,Supply Chain Management,0.183503419,0.816496581,4
Advertising,Technical Writing,0.342065669,0.424830888,7
Advertising,The Legal Environment of Business,0.925832612,0.031893799,11
Advertising,Theories of Media and Culture,0.894590745,-0.105409255,4
Advertising,Topics in Media Studies,0.666666667,0.5,3
Advertising,Trigonometry and Analytic Geometry,0.051316702,0.948683298,4
Advertising,Visual Communication,0.498433022,0.348484848,6
Advertising,Web Development: Basics,0.085566281,0.824957911,5
Advertising,Web Development: Intermediate,0.832953157,0.131578947,5
Advertising,World Civilization I,0.932925464,-0.052704628,5
Advertising,World Civilization II,0.970619051,0.013433715,10
Advertising,Writing for Electronic Media,0.262135213,0.737864787,4
Aerobic Weight Training,Applications in Information Systems,0.93938461,-0.032350772,8
Aerobic Weight Training,Art Survey,0.734275826,0.115932027,11
Aerobic Weight Training,Basketball,0.333333333,0.866025404,3
Aerobic Weight Training,Bowling,0,1,3
Aerobic Weight Training,Calculus and Analytic Geometry I,0.213639598,0.276065532,22
Aerobic Weight Training,Calculus and Analytic Geometry II,0.739336557,-0.120912708,10
Aerobic Weight Training,Calculus and Analytic Geometry III,1,0,8
Aerobic Weight Training,Chemistry for Engineers,0.628041809,-0.224733287,7
Aerobic Weight Training,Circuit Modeling I,0.858103228,0.069937861,9
Aerobic Weight Training,College Algebra,0.004659215,0.872871561,8
Aerobic Weight Training,College Writing I,0.413552026,-0.16084639,28
Aerobic Weight Training,College Writing II,3.83E-05,0.660890568,32
Aerobic Weight Training,Communication & Leadership in Small Groups,0,-1,3
Aerobic Weight Training,Computer Architecture/Operating Systems,0.765530284,0.087730107,14
Aerobic Weight Training,Concepts of Biology,0.109402297,0.537086156,10
Aerobic Weight Training,Data Communications and Computer Networks,0.122307009,0.402387998,16
Aerobic Weight Training,Database Design and Implementation,0.198354318,-0.351891693,15
Aerobic Weight Training,Discrete Mathematics,0.832382029,-0.065209004,13
Aerobic Weight Training,Electrical Engineering Projects and Tools,0.311553511,0.319393944,12
Aerobic Weight Training,Elementary Statistics,0.275703966,0.407970854,9
Aerobic Weight Training,Engineering Success Skills,0.251457681,0.238238627,25
Aerobic Weight Training,Financial Accounting,0.652209368,0.132252146,14
Aerobic Weight Training,Finite Mathematics with Applications,0.771111856,0.136082763,7
Aerobic Weight Training,First Semester Lessons,0.666666667,-0.333333333,4
Aerobic Weight Training,Fitness Assessment and Management,0.332512246,0.176992545,32
Aerobic Weight Training,General Chemistry I,0.666666667,-0.5,3
Aerobic Weight Training,General Physics I,0.690904813,0.16798421,8
Aerobic Weight Training,General Physics II,0.150200422,0.664211164,6
Aerobic Weight Training,General Psychology,0.02316896,0.580855886,15
Aerobic Weight Training,Global Business,0.500392512,-0.169867691,18
Aerobic Weight Training,History of the United States since 1877,1,0,7
Aerobic Weight Training,History of the United States to 1877,0.150200422,-0.664211164,6
Aerobic Weight Training,Human Resource Management,0.967798068,-0.013834289,11
Aerobic Weight Training,Intermediate Algebra,0.764126059,0.186338998,5
Aerobic Weight Training,Intermediate Software Engineering,0.940146054,0.031943828,8
Aerobic Weight Training,Interpretation of Business and Economic Data,0.150200422,0.664211164,6
Aerobic Weight Training,Introduction to Computer Security,0.501440697,-0.258731809,9
Aerobic Weight Training,Introduction to Criminal Justice,0.5,0.5,4
Aerobic Weight Training,Introduction to Engineering Projects,0.774622646,-0.080821769,15
Aerobic Weight Training,Introduction to Marketing,0.598737772,0.142434089,16
Aerobic Weight Training,Introduction to Microprocessors,0.070483997,0.774596669,6
Aerobic Weight Training,Introduction to Philosophy,0.434235393,-0.263197361,11
Aerobic Weight Training,Introduction to Politics,0.770346102,-0.181369063,5
Aerobic Weight Training,Introduction to Programming,0.823540108,0.068696786,13
Aerobic Weight Training,Introduction to Software Engineering,0.066782688,0.522803611,13
Aerobic Weight Training,Introductory Astronomy Lab,1,0,3
Aerobic Weight Training,Introductory Astronomy:Stars and Galaxies,0.666666667,-0.5,3
Aerobic Weight Training,Leadership and Management,0.419772198,0.155755666,29
Aerobic Weight Training,Linear Algebra,0.605286626,0.269679945,6
Aerobic Weight Training,Logic and Digital Design,0.704,0.2,6
Aerobic Weight Training,Management Accounting,0.696648713,0.125889025,12
Aerobic Weight Training,"Management, Gender & Race",0.086492176,0.515202261,12
Aerobic Weight Training,Music Appreciation,0.035273159,0.485096518,19
Aerobic Weight Training,Object Oriented Analysis and Design,0.990452058,-0.004364857,10
Aerobic Weight Training,Object-Oriented Programming and Data Structures I,0.073170188,0.372339582,24
Aerobic Weight Training,Object-Oriented Programming and Data Structures II,0.45440022,0.227677736,13
Aerobic Weight Training,Oral Communication for Professionals,0.691273216,0.097509556,19
Aerobic Weight Training,Organizational Behavior,0.283209027,-0.433554985,8
Aerobic Weight Training,Personal Conditioning,0.607455397,-0.215979699,8
Aerobic Weight Training,Planet Earth,0.127790892,0.397073254,16
Aerobic Weight Training,Precalculus,0.271856209,0.329332423,13
Aerobic Weight Training,Principles of Macroeconomics,0.463932032,0.160677228,23
Aerobic Weight Training,Principles of Microeconomics,0.348125229,0.271299659,14
Aerobic Weight Training,Programming in C++,0.802987973,0.045147948,33
Aerobic Weight Training,Programming in COBOL,0.567505442,0.183771406,12
Aerobic Weight Training,Programming in VB.NET,0.094591465,-0.464089769,14
Aerobic Weight Training,Programming Language Structures,0.443545241,0.317460317,8
Aerobic Weight Training,Psychology of Women,0,1,3
Aerobic Weight Training,Real-Time Embedded Systems Programming,0.792663836,0.139121669,6
Aerobic Weight Training,"Science, Technology, and Ethics",0.322010611,-0.440958552,7
Aerobic Weight Training,Software Engineering Project I,0.150200422,-0.664211164,6
Aerobic Weight Training,Software Engineering Project II,0.269412513,0.53935989,6
Aerobic Weight Training,Software Maintenance and Reengineering,0.180191647,0.571439594,7
